,class_4FGL,Flux1000,PL_Index,LP_Index,LP_SigCurv,PLEC_ExpfactorS,PLEC_Flux_Density,Frac_Variability
3,bcu-bll-fsrq-agn,1.2597956000000002e-10,2.2716956,2.2540812000000003,0.08389318,0.029461507,2.228697e-14,0.67588246
4,Soft,7.471219e-10,2.1166923,2.0789266,1.6977366000000003,0.063211724,2.8134440000000006e-13,0.40656525
5,bcu-bll-fsrq-agn,1.0822458000000001e-10,1.9391596000000002,1.6612232,0.42502323,0.17971827,6.563064e-15,0.0
6,Soft,1.3473536e-09,2.65406,2.5141593999999996,8.188197,0.19254948,5.1805248e-11,0.9961379000000001
8,bcu-bll-fsrq-agn,2.8218167e-10,1.7751755,1.6938646000000002,1.5178293,0.06496242,2.0506261e-14,0.49097705
9,bcu-bll-fsrq-agn,9.04753e-11,1.8766631999999999,1.7166203999999998,1.2849038000000002,0.7522361,7.669335e-15,0.90285075
10,bcu-bll-fsrq-agn,2.5888082999999996e-10,1.8477732,1.593436,3.0890150000000003,0.19162609,3.004925e-14,0.17425367
11,Soft,6.263619599999999e-10,2.57087,2.7123258,3.5366370000000003,0.5130299,2.895886e-13,0.0
12,bcu-bll-fsrq-agn,1.1913823999999998e-10,2.0920746,2.0607265999999997,1.179114,0.121260665,1.1527471000000002e-14,0.09686208
13,bcu-bll-fsrq-agn,7.802861e-11,1.9144564999999998,1.5352649999999999,1.8631422999999998,0.43278491,6.367126e-15,0.5716937
14,Soft,2.5682836e-10,2.4712794,2.451493,1.2504561,0.26714754,3.7020774e-14,0.18323715
15,Soft,2.4692366e-09,2.4791055,2.3609857999999995,11.000744000000001,0.63310885,2.066273e-12,0.04721903400000001
16,bcu-bll-fsrq-agn,3.4436592e-10,1.9155122,1.8593991,1.1180731000000002,0.06532837,3.3193368e-14,0.0
17,bcu-bll-fsrq-agn,9.928427e-11,2.1164167000000003,1.8975306,3.0382462,3.131537,1.2181971999999998e-14,0.0
18,Soft,2.4506152999999997e-10,2.3491542,2.1875904,2.5568552,0.61170757,2.6384903e-13,0.0
19,Soft,4.2482515e-10,2.28195,2.1029517999999996,3.752933,0.39321855,5.536666999999999e-13,0.5918793999999999
20,bcu-bll-fsrq-agn,1.2143381e-10,2.2739096,2.2789261,0.08771187,0.026179725,4.5094425e-14,0.0
21,bcu-bll-fsrq-agn,1.5356723e-10,2.2172673,1.9643838,2.2953403,0.6430045999999999,3.9628612999999995e-14,0.0
23,bcu-bll-fsrq-agn,3.3126035e-10,2.1779604,2.0099006,2.8676007,0.23958421,2.0181754e-13,0.0
24,Soft,3.8982126000000003e-10,2.4473314,2.370576,2.2220757,0.22264941,2.5539857e-13,0.1602818
25,bcu-bll-fsrq-agn,1.7724999e-10,2.002625,1.5944288999999998,2.8244255000000003,0.5812807,2.7405644000000002e-14,0.35787228
26,Soft,3.8481487e-10,2.5879583,2.490068,2.7210958,0.21306860000000002,1.7428504e-12,1.0162235000000002
27,Soft,3.898786e-10,2.4382217,2.393472,1.8240466,0.094646916,8.9832666e-13,0.82349813
28,Soft,2.2972317999999998e-10,2.2029737999999996,2.169249,1.2740239,0.046466835,7.970387599999999e-14,0.6641294
29,Soft,4.045122e-10,2.629073,2.9045646,3.218541,0.92383736,4.0179936e-13,0.17280307
30,Soft,4.0120826e-10,2.6222498,2.5237925,3.510134,0.22591884,4.820664e-12,0.36480123
31,Soft,9.017888e-11,2.1816247000000004,2.1359594,0.30891290000000005,0.083006136,1.9336302e-14,0.0
32,bcu-bll-fsrq-agn,1.2675634e-10,2.1502833,2.1237487999999995,1.0373725,0.06880088,2.7958928e-14,0.4856095
33,bcu-bll-fsrq-agn,1.6665398e-10,2.0807567,1.7125118000000001,2.0740771000000002,0.3649277,3.4691556000000005e-14,0.0
34,Soft,8.951056999999999e-11,2.4835656000000004,2.4229586,1.1699522,0.48979986,1.7224827e-13,0.0
36,psr,6.628878e-08,2.0386936999999996,2.0787308,76.61577,0.49503050000000004,1.6034736e-11,0.0
38,bcu-bll-fsrq-agn,4.4584435999999997e-10,2.1395662,1.9320873,2.4661615,0.17337438,1.7450107e-13,0.51003826
39,bcu-bll-fsrq-agn,2.0905304e-09,2.0533266,1.9260442,4.326955,0.06747267400000001,1.1963606000000001e-12,0.0
40,Soft,1.203355e-10,2.6259644,2.6039630000000002,1.9140816000000003,0.38834628,4.852675999999999e-13,0.42448959999999997
41,Soft,3.4939042999999997e-10,2.3612466,2.3658912,0.9357821,0.08596819,3.896015e-14,0.059843846
42,bcu-bll-fsrq-agn,1.8154193000000002e-10,1.7175813000000002,1.4628757,2.6448888999999998,0.2502987,1.2383861e-14,0.0
43,bcu-bll-fsrq-agn,5.1733334e-10,2.0788698,1.9379028000000003,2.4028213,0.10478895,2.1075843e-13,0.65726656
44,Soft,8.034892e-11,2.8859074000000002,2.786317,1.355157,0.32888702,2.093796e-12,0.48300329999999997
45,Soft,2.0967478e-10,2.394714,2.3187165000000003,2.0576195999999998,0.22575547,2.5175744e-13,0.22830660000000003
46,Soft,5.179052e-10,2.1497757,2.1215102999999997,1.352739,0.04546326,2.1597119e-13,0.1701378
47,Soft,7.697449e-10,2.618028,2.7924022999999996,5.7543583,0.855477,9.623437e-13,0.15979593
48,Soft,2.1261977000000002e-10,2.4910705,2.1394775000000004,2.7511468,0.5846826,4.0764402e-13,0.0
49,bcu-bll-fsrq-agn,2.489704e-09,1.9903688000000002,1.8838742,5.27194,0.05696256,1.2828668e-12,0.40872404
50,Soft,2.0464363999999999e-10,2.4726083,2.439668,1.3233709999999999,0.0544987,5.714989e-13,0.24172565
51,Soft,2.0176022e-10,2.2399142000000003,2.2020462000000003,0.9210495999999999,0.051390607000000005,9.588122e-14,0.5739513
52,bcu-bll-fsrq-agn,2.4143737e-10,2.1706803,2.1687417,0.0,0.021499452999999998,9.281933400000001e-14,0.19140024
53,bcu-bll-fsrq-agn,1.1033495e-10,2.0345723999999996,1.51148,1.8656766,0.9460288,1.416714e-14,0.0
54,bcu-bll-fsrq-agn,5.3257606999999994e-11,2.930749,2.9301896000000003,0.19485146,0.010774811,1.3340889e-12,0.10057781
55,Soft,1.1474797e-10,2.1457472,2.1020706000000002,0.31024846,0.08824035,1.6949112e-14,0.1055364
58,Soft,1.492397e-10,2.3900634999999997,2.3289845000000002,0.6575004,0.081053816,1.1427419e-13,0.82655686
59,Soft,4.989193e-10,2.4249508,2.2681289000000002,3.686153,0.18614309,2.4914792e-12,0.8408478000000001
60,bcu-bll-fsrq-agn,1.216718e-10,2.3785787,2.3885586,0.24914922,0.009580849,1.0904503600000001e-13,0.06835933
61,Soft,9.131599599999999e-11,2.5006473,2.4800832,0.7645526999999999,0.10815974,1.4544737e-13,0.0
62,Soft,7.148024400000001e-10,2.353539,2.2449186,2.3291863999999998,0.104880914,1.8518804e-12,0.9843933000000001
63,bcu-bll-fsrq-agn,1.1150496000000001e-10,1.9424331000000001,1.8673143,0.39660972,0.046697665,7.22881e-15,0.7701824
64,bcu-bll-fsrq-agn,4.022406e-10,2.3775566,2.3748841,0.19266847,0.028856866000000002,8.129675e-14,0.38176164
65,Soft,1.5181205e-10,2.2591547999999997,2.1887255000000003,1.1006334,0.1617814,5.3685835999999995e-14,1.2553803999999997
66,bcu-bll-fsrq-agn,5.226114e-10,2.0539155,1.897792,3.2369828,0.12942967,2.4266117e-13,0.29586396
67,bcu-bll-fsrq-agn,1.7787763e-10,1.9560379,2.018278,1.2082286,-0.01681455,5.5749499999999996e-15,0.32545438
68,bcu-bll-fsrq-agn,1.6788426e-10,2.2855616000000003,2.3133092,1.2372437,-0.024818572999999997,4.4946570000000006e-14,0.0
69,bcu-bll-fsrq-agn,1.9312094e-10,2.1303787,2.144674,0.51361114,-0.016382312,2.2982337000000002e-14,0.0
70,bcu-bll-fsrq-agn,2.707388e-10,1.9337118000000002,1.9128351000000003,0.3299658,0.008789189000000001,3.0246594e-14,0.0
71,Soft,2.4721702e-10,2.3846972,2.2974215,1.6737201000000002,0.1907471,2.6693303999999996e-13,0.8344805000000001
72,bcu-bll-fsrq-agn,2.9863176e-10,2.1108487,2.1057856,0.0,0.009285940999999999,6.3464025e-14,0.16137516
73,bcu-bll-fsrq-agn,1.5047691000000002e-10,2.4910736,2.4932685,0.13769804,-0.014392141,1.4446196e-13,0.2622031
74,Soft,4.03784e-10,2.3736740000000003,2.3620023999999997,1.0103936,0.06812982,1.8037760000000001e-13,0.3875091
75,bcu-bll-fsrq-agn,1.7635499e-10,1.7331133,1.5026921999999998,2.2758946,0.14307779999999998,5.3417807e-15,0.09953003
76,bcu-bll-fsrq-agn,7.8483164e-10,2.0416753,1.8744513999999999,3.45968,0.17017584,8.027288e-14,0.0
77,Soft,3.522233e-10,2.5560217,2.4529132999999996,3.5913491,0.28416845,2.7333264e-12,0.5126944
78,bcu-bll-fsrq-agn,1.0141965e-10,2.020398,2.0326061,0.7612774999999999,-0.014951666,4.1106018e-15,0.0
79,bcu-bll-fsrq-agn,3.3723335e-10,1.8515236000000002,1.8640115000000002,0.3005343,0.020526418,8.493976999999999e-15,0.1367794
80,bcu-bll-fsrq-agn,2.416601e-10,2.1373396000000002,2.1457580000000003,0.23325011,0.019858073,4.7667863e-14,0.19712903
81,Soft,4.017602e-10,2.7242568,2.6355696,4.2777357,0.25978217,8.080219e-12,0.5474806
82,Soft,1.2434208999999999e-10,2.7302923,2.6466583999999997,1.2302916000000002,0.20538463,1.4013673e-12,0.59349287
83,Soft,4.6184587e-10,2.265173,2.2327504,1.3926665,0.045950424000000004,3.3788094999999996e-13,0.39170718
86,Soft,7.1459705e-10,2.5351584,2.5720808999999996,3.520575,0.14744288,1.5996235e-12,0.9674734
87,Soft,2.419702e-10,2.2466592999999997,2.173127,1.0698113,0.15385711,1.2858318e-13,0.22008005
88,bcu-bll-fsrq-agn,2.5970287e-10,1.7317922,1.6288027,1.6199199,0.083696,1.2359376000000001e-14,0.058889805999999996
89,Soft,1.322185e-10,2.4025557,2.3917205000000004,0.39158812,0.042007737,6.9876945e-14,0.0
90,Soft,1.0069915999999999e-10,2.794101,2.5621737999999996,2.0744073,0.4221987,2.4667159e-12,0.57802415
91,Soft,2.584545e-10,2.2685406,2.2436599999999998,0.6868991999999999,0.056216392999999996,1.6670483e-13,1.0706934
92,Soft,6.342404e-10,2.0928946,2.0849953,0.30098070000000005,0.03293823,1.4617019e-13,0.28919077
93,Soft,9.607424e-10,2.609616,2.6461495999999998,3.1066575000000003,0.19198722,6.901576e-13,1.2626213
94,Soft,3.4667358e-10,2.1827435,2.1545335999999997,0.7856966999999999,0.033785444,1.2730392999999998e-13,0.28088459999999993
95,Soft,2.2496045e-10,2.6273142999999997,2.6598724999999996,1.7455051,0.25246793,2.0685252999999998e-13,0.0
96,bcu-bll-fsrq-agn,1.586066e-10,1.9083709,1.7370398,1.3471441000000002,0.16514206,1.1743659e-14,0.6074746
97,Soft,7.305103e-10,2.1197062,2.0350888,1.9948771,0.042524714000000005,9.228037e-13,0.28834793
98,bcu-bll-fsrq-agn,1.5993341e-10,2.2072017,2.069937,1.6519197,0.74741346,7.076196e-14,0.45691302
99,bcu-bll-fsrq-agn,6.0604877e-10,2.0147567,1.9763952,1.4872936,0.030214599999999994,1.9013110999999998e-13,0.26026950000000004
100,bcu-bll-fsrq-agn,1.0982353999999999e-10,1.5898169,1.6291296,0.8997360999999999,-0.022339636,1.3072963e-15,0.0
102,bcu-bll-fsrq-agn,8.445892e-10,1.9504867,1.8035328000000002,3.0808828,0.0733822,3.8185934000000004e-13,0.12170427
103,Soft,2.2814748e-09,2.1503419999999998,2.0767956,3.5730357,0.038083643,4.134603299999999e-12,0.45973346
104,Soft,1.0455505e-10,2.5241401000000003,2.1546583,1.6493732,0.46402085,1.5369807e-13,0.0
105,MSP,1.2243598e-09,2.247247,1.8602461,8.213181500000001,0.5351019,1.7587502e-12,0.0
107,Soft,1.8997479e-10,2.8279330000000003,2.7388694,2.5163407,0.13276376,8.133813000000001e-12,0.39624077
108,Soft,6.8465267e-10,2.4455876,2.328013,3.6187723,0.14342587,2.5663993e-12,0.59952384
109,bcu-bll-fsrq-agn,2.4609714e-10,2.1028962000000004,1.9982151000000001,1.507311,0.21116118,6.164191499999999e-14,0.0
113,bcu-bll-fsrq-agn,1.0754978999999999e-10,2.767957,2.7713895,0.59470755,-0.016040231999999998,6.1750746e-13,0.60275215
114,Soft,1.2154198e-10,2.5710845,2.6543486,2.8026915,0.93995416,4.2524790000000003e-13,1.0520771999999998
115,Soft,1.4114486e-10,2.4684597999999998,2.4556197999999996,0.82133466,0.04695186,1.5343347e-13,1.9864906000000002
117,bcu-bll-fsrq-agn,1.00749645e-10,2.3954978,2.3873777,0.5494653,-0.012148843999999999,3.8376264e-14,0.0
118,Soft,9.497866e-10,2.2224844,2.214794,0.68089575,-0.011294173999999999,8.7174964e-14,0.0
120,Soft,1.3961351999999999e-10,2.5660696,2.5664845,0.5228454,0.07094255,1.0606500000000001e-13,0.40664172
121,bcu-bll-fsrq-agn,3.2178693e-10,2.265428,1.9286892,2.2539215,0.29705435,1.7162201e-13,1.2823898
123,Soft,1.1506075e-10,2.6080122,2.5813394,0.5416178,0.062413095999999994,4.1671912e-13,0.5702324000000001
124,bcu-bll-fsrq-agn,2.206774e-10,1.9854406000000002,1.9941012999999999,0.18986903,0.016714178,2.9830444e-14,0.47775307
125,bcu-bll-fsrq-agn,3.5285525e-10,2.1817756,1.9114623,3.2231505,0.39885196,6.707473e-14,0.20687476
126,Soft,3.3754029999999995e-09,2.2213824,2.0915904,8.528742999999999,0.095311925,1.0979892e-11,2.0663962
127,bcu-bll-fsrq-agn,9.520815e-11,2.1726487,2.192873,0.2713897,0.032363992,8.034395999999999e-15,0.23988026
128,Soft,2.5119817000000004e-10,2.2221577,2.1979919999999997,0.49587804,0.047362997999999996,1.00530295e-13,0.34001747
129,bcu-bll-fsrq-agn,4.0472245e-10,2.3068705,2.3006523,0.11944052599999999,0.046981085,2.6665432e-13,0.5186039000000001
130,bcu-bll-fsrq-agn,9.9407545e-11,1.7444988000000001,1.4561627000000001,2.6220696,0.443378,4.876704e-15,0.0
131,bcu-bll-fsrq-agn,2.7826705e-10,1.7859208999999998,1.5146242,2.775045,0.13328727,3.2673953999999996e-14,0.7573207
132,Soft,1.0162055e-09,2.4855490000000002,2.4470110000000003,3.0886116,0.042339842999999995,5.9151447e-12,0.37055287
133,MSP,1.017202e-08,2.0811417000000003,2.1068907,34.980606,0.7844349,7.361988e-12,0.020068176
134,Soft,1.6784072e-09,2.3880467,2.2964162999999997,6.2798595,0.14201161,7.1945505000000006e-12,0.86677736
138,bcu-bll-fsrq-agn,1.6521957e-10,1.9445581000000003,1.8599973,1.1282159999999999,0.09401514400000001,1.471777e-14,0.31832558
141,Soft,4.1482567e-10,2.2502793999999997,2.100499,3.9539410000000004,0.21317054,5.006785e-13,1.4966433000000001
143,Soft,1.410717e-10,2.3315094,2.2491806,1.0851773,0.042597257,1.3294452e-13,0.60683495
144,bcu-bll-fsrq-agn,6.670163000000001e-11,1.6934592000000002,1.4650178,1.8547095,0.32721394,2.3650600000000002e-15,0.0
145,bcu-bll-fsrq-agn,6.536961999999999e-11,1.6979182000000002,1.6652688999999998,0.79687893,0.02662151,1.6625031e-15,0.0
146,bcu-bll-fsrq-agn,2.6887634e-09,1.7474272000000002,1.5974872,6.4835753,0.05552088,8.225259700000001e-13,0.2741329
147,bcu-bll-fsrq-agn,3.0243283e-10,2.2903154,2.0448852,2.5847154,0.24952285,2.9008604e-13,0.68494487
148,bcu-bll-fsrq-agn,1.7354138e-10,2.6248245,2.6248665,0.12280937,-0.013595537,3.6795694e-13,0.74232674
149,Soft,2.7224465e-09,2.1988056,1.9647971000000002,12.821578,0.32559466,6.2416487e-12,0.0
150,Soft,6.894752e-10,2.4339747000000003,2.3733337000000003,2.7026434,0.26060498,2.3326106e-13,0.0
151,Soft,1.4442579e-10,2.5204248,2.3827949,2.2812712000000004,0.35199958,3.7742116e-13,0.0
152,bcu-bll-fsrq-agn,1.1152091e-09,1.8347769,1.6441550999999999,4.556282,0.09250856,2.0793998999999998e-13,0.28743574
154,bcu-bll-fsrq-agn,2.3239735e-10,2.0758240000000003,1.8425843999999998,2.6583605,0.407785,5.8499185e-14,1.0362149999999999
155,Soft,3.6608547e-10,2.6780647999999996,2.6883202,1.5924617,0.13348809,4.3946688000000005e-13,0.57795507
156,bcu-bll-fsrq-agn,3.0814222e-09,1.7652086,1.6679159,3.6793497000000004,0.033687543,3.2124369999999997e-13,0.49451890000000004
157,bcu-bll-fsrq-agn,1.3746768e-10,2.282298,2.2794377999999997,0.024120646000000003,0.013672306,3.2421047e-14,0.0
158,Soft,2.7692235e-10,2.43293,2.3850846000000003,1.5139161,0.096173316,5.2006896e-13,1.1231472
159,Soft,8.5305304e-11,2.519947,2.4836638,0.41065708,0.12745230000000002,1.2077679e-13,0.0
160,Soft,1.9085546999999998e-10,2.3680822999999998,2.2985911,1.3542103,0.1471235,1.4440635e-13,0.21417415
161,Soft,7.063995e-10,2.2103362,2.1960048999999997,0.8398780999999998,0.024100932999999998,4.2999454999999997e-13,0.5054582999999999
162,Soft,1.5320697e-10,2.4039152,2.3549535,1.0519402,0.14326622,1.9304146000000002e-13,0.0
163,bcu-bll-fsrq-agn,4.3611564000000006e-10,2.0819557,2.0854409,0.10468677400000001,0.026647842,1.1646054e-13,0.05327145
164,Soft,2.5247950000000003e-09,2.238115,2.149747,6.3288183,0.07045022,8.300022e-12,1.3562248
165,Soft,1.7722061e-10,2.839701,2.7862332000000003,1.6481776999999997,0.16119245,4.083992e-12,0.24282672
166,Soft,2.1664505e-10,2.720712,2.6615898999999996,1.7961456999999998,0.14567408,3.5110324e-12,0.32650566
167,bcu-bll-fsrq-agn,2.3885857000000003e-10,1.79883,1.7724651999999999,0.46681046,0.0051385425,1.5587068e-14,0.0
169,bcu-bll-fsrq-agn,2.1667312000000003e-10,2.0564994999999997,1.9240924,2.0593633999999996,0.23975094,4.344463e-14,0.65184945
172,bcu-bll-fsrq-agn,1.8710554e-10,1.9184054,1.9877189999999998,1.5602267,-0.029443944,6.153003000000001e-15,0.48970920000000007
173,bcu-bll-fsrq-agn,1.6312346e-10,2.2231188,2.0770545,1.549137,0.18985577,6.584192400000001e-14,0.69765157
175,Soft,1.8852764e-10,2.3527422000000002,2.145435,2.481506,0.5373723000000001,2.0766956e-13,0.45853096
176,Soft,5.546229599999999e-10,2.7526653,3.0959194,6.304302,1.4417394,1.5694941000000002e-12,0.0
177,bcu-bll-fsrq-agn,1.5420434e-10,2.0333330000000003,2.072971,1.2914516000000003,-0.022530636,1.022695e-14,0.41717973
178,bcu-bll-fsrq-agn,7.125654e-11,1.8118087999999999,1.796452,1.3603301,0.21652272,3.2577156000000004e-15,0.48938742
179,bcu-bll-fsrq-agn,7.628686999999999e-11,1.7639744,1.580252,1.6225673,0.24982528,3.5082543999999998e-15,0.0
180,Soft,1.5326916e-10,2.0830975,2.0725732,0.20000714,0.019977368,1.4999471e-14,0.0
181,Soft,4.061445e-10,2.2841105,2.2602847,0.8411599000000001,0.03165821,2.5274308e-13,0.23037435
183,Soft,2.909528e-10,2.4807493999999997,2.1975222000000003,3.816272,0.81857204,6.206628000000001e-13,0.0
184,bcu-bll-fsrq-agn,2.255076e-10,2.069559,2.0808864,0.26079450000000004,0.012977309,2.864594e-14,0.22696751
185,Soft,1.5090007e-10,2.264147,2.2453601,0.20152353,0.050802164000000004,3.6578054e-14,0.32660174
186,bcu-bll-fsrq-agn,2.3902602e-10,1.9657776000000002,1.7318703000000002,1.8894446,0.23418640000000002,3.5632684e-14,0.35027233
187,bcu-bll-fsrq-agn,2.6094356e-09,1.9439009999999999,1.8468376,5.063624,0.049401272,1.3483183e-12,0.44412029999999997
188,bcu-bll-fsrq-agn,1.7847165e-10,2.6243083,2.6307836,0.17564932,0.007182206500000001,4.4222856000000003e-13,0.80801016
189,Soft,6.4718225e-10,2.4643908,2.4585555,2.0180748,0.09996395599999999,2.4278607000000003e-13,0.49885795
190,Soft,1.3361638e-10,2.4254324,2.3684855,0.88044685,0.09492951,1.4318581e-13,0.0
191,Soft,3.4634298e-10,2.5730232999999996,2.5521738999999997,0.89648813,0.02216522,2.6003167e-12,0.7487316999999999
192,bcu-bll-fsrq-agn,1.4108049e-09,1.812183,1.6685804,3.8703246,0.05809301,2.9256933e-13,0.8666425999999999
193,bcu-bll-fsrq-agn,8.700885e-10,1.9936576000000001,1.9578220000000002,1.3496194,0.044654053,1.9715482e-13,0.2989295
198,bcu-bll-fsrq-agn,8.244057e-10,2.1407964,2.0110898,3.1368042999999997,0.12473714,2.4177844e-13,0.7081358
199,Soft,8.900533e-12,3.008268,3.0138217999999997,2.6721772999999995,1.5252113,7.744569e-12,0.0
201,Soft,7.839543e-10,2.145911,2.0311608,3.2355707000000002,0.042242605,7.806191999999999e-13,0.113689594
202,bcu-bll-fsrq-agn,7.093155e-10,1.9783400000000002,1.9639564999999999,0.5379589,0.018724125,1.3661243e-13,0.48492384
203,bcu-bll-fsrq-agn,1.1597668e-10,1.7169436999999999,1.7119498,0.024510674,-0.022675132,9.557534e-16,0.0
204,Soft,3.367817e-10,2.4494342999999996,2.4624088,0.6404998000000001,0.041378032,1.6233587e-13,1.3932493000000001
206,bcu-bll-fsrq-agn,1.9603075e-10,2.1068342,2.034741,1.1809195,0.06979438,4.07e-14,0.1915113
207,Soft,2.0318665e-10,2.2644446,2.2517888999999998,0.55901814,0.060247697,2.5339414e-14,0.0
208,bcu-bll-fsrq-agn,1.3990008e-10,1.9227873,1.6006201999999998,1.4525725,0.16006908,9.009087e-15,0.0
209,Soft,2.6690997000000003e-10,2.2148437999999997,2.1058083,1.5120325000000001,0.13331442,1.4449441999999999e-13,0.29479745
210,bcu-bll-fsrq-agn,1.0421448000000001e-10,1.974462,1.8867537,0.6860366999999999,0.11215971,7.192929000000002e-15,0.0
211,Soft,1.2346955e-10,2.6087089,2.5621996,1.0770429,0.13825510000000002,4.908082999999999e-13,0.24821511
212,Soft,1.7971636e-09,2.1369133,2.0213416,5.0804596,0.08467313,2.8050388e-12,0.50197613
213,bcu-bll-fsrq-agn,8.3857526e-10,2.4415953,2.4402267999999996,0.123432204,0.01297471,1.9733015e-12,1.2299153
214,Soft,1.0050158e-09,2.3262928,2.236397,3.639111,0.10044476,2.703063e-12,0.7686616999999999
215,bcu-bll-fsrq-agn,3.8891583e-09,2.009811,1.919361,5.7357903,0.043951664,4.1996294e-12,0.2895267
216,bcu-bll-fsrq-agn,6.347285e-11,1.917413,1.9218107,0.0,0.009437499,3.123415e-15,0.0
217,Soft,8.6245966e-10,2.3672576000000003,2.2497184,4.0574718,0.14124562,3.0585454e-12,0.74358106
218,bcu-bll-fsrq-agn,1.846706e-09,1.7432879000000001,1.5515451,6.581174400000001,0.07892274,3.2097195e-13,0.48359662
219,Soft,2.3496555e-10,2.7621784,2.5629444,4.291805,0.31050140000000004,1.4272365e-11,0.6494441999999999
220,Soft,6.676818e-10,2.5216637000000004,2.2617013,3.2003322,0.5717599,6.022847e-13,0.0
221,bcu-bll-fsrq-agn,1.3489206e-10,1.9799924,2.0355551,0.6236616999999999,0.040922504,1.1788654e-14,0.0
222,Soft,2.0253163e-10,2.815889,2.805138,1.3734269,0.20836437,1.6961663000000001e-12,0.32136944
224,bcu-bll-fsrq-agn,7.835569e-10,1.7945248,1.6537205000000001,2.9036357,0.06109438,1.6028047e-13,0.14547062
225,Soft,1.08059874e-10,2.360916,2.2938602,1.3870434999999999,0.20286462,9.8237865e-14,0.6920528
226,Soft,6.009274e-10,2.3231697000000002,2.2212477,4.070517,0.18766595,1.2254048999999998e-12,0.83226466
228,bcu-bll-fsrq-agn,8.14047e-10,1.87068,1.8316143,1.2269510000000001,0.024681706,1.03312514e-13,0.35738790000000004
229,bcu-bll-fsrq-agn,1.0376736e-09,1.9305463999999999,1.739459,5.177196,0.13700825,4.3031317e-13,0.28900564
230,bcu-bll-fsrq-agn,1.2745749e-10,2.1222432,1.5707055,2.7761720000000003,0.8442933000000001,4.1172039999999995e-14,0.33815083
231,bcu-bll-fsrq-agn,1.6755665e-10,2.3218782000000004,2.0079941999999997,2.119341,0.28801087,1.6131953e-13,0.093253225
232,bcu-bll-fsrq-agn,1.9190502e-10,2.1741726000000003,1.9629127,1.6476176,0.24406993,6.8844805e-14,0.68480986
233,Soft,1.6605556000000002e-10,2.2642825,2.2273338,0.4071984,0.09285477,6.393054400000001e-14,0.30899763
234,bcu-bll-fsrq-agn,1.5845223999999998e-10,2.1110724999999997,1.9465223999999999,2.0249603,0.29160258,2.7763055000000002e-14,0.0
235,Soft,1.8255107e-10,2.1534880000000003,2.1352682,0.42158556,0.039860345,4.4066732999999997e-14,0.08428888
239,Soft,2.9530984e-09,2.1974804,2.1112523,6.092444,0.06177943,5.566746700000001e-12,0.09021413
240,Soft,4.2626264000000006e-10,2.4051994999999997,2.3928285,0.7325904000000001,0.021233376,6.690134e-13,0.57147014
241,bcu-bll-fsrq-agn,1.3766761e-09,2.1025708,1.8950634999999998,6.407438,0.17414115,1.4051203000000001e-12,0.34841296
242,Soft,2.3909755e-10,2.6222105,2.806991,1.279185,-0.028696539,1.6274091e-13,0.24048065
243,bcu-bll-fsrq-agn,4.626479e-11,1.5499533,1.4599309999999999,1.8868115,0.46535155,8.200614e-16,0.0
245,Soft,1.993581e-10,2.3124162999999998,2.167266,1.3441299,0.16506256,1.3055639e-13,1.3511356
246,bcu-bll-fsrq-agn,1.2336286e-10,2.11842,2.1131322,0.047499582,-0.029230872,1.8209458000000002e-14,0.0
247,bcu-bll-fsrq-agn,1.589221e-10,2.462402,2.4807181000000003,0.33519699999999997,0.015423418999999999,1.2784988e-13,0.35047573
248,bcu-bll-fsrq-agn,2.407189e-10,1.7664346000000002,1.6419380000000001,1.3718698999999999,0.11601088,1.0161728999999999e-14,0.0
249,Soft,5.886108e-10,2.526821,2.4468086,5.825284,0.35006884,2.7571506e-12,0.34920034
250,bcu-bll-fsrq-agn,1.940997e-10,1.9923475,1.6542361,2.9324088,0.42733820000000006,3.965616e-14,0.37006512
251,bcu-bll-fsrq-agn,7.855429e-11,2.8503279999999998,2.8509752999999995,0.24645473,0.013729362,1.5840014e-12,0.49234490000000003
252,Soft,2.189019e-10,2.4743714,2.491562,4.765885400000001,2.2495368,6.421738000000001e-13,0.0
253,bcu-bll-fsrq-agn,1.8015386e-09,1.9295042000000002,1.7274553,6.1774783,0.12636063,7.721509e-13,0.31829095
254,bcu-bll-fsrq-agn,1.6831547e-10,2.490636,2.5019326,0.26555875,0.018802874,1.4059739e-13,0.26296842
255,MSP,2.0884452e-09,2.166578,1.8060743000000001,15.438223,0.5282085999999999,3.2428361e-12,0.0
256,bcu-bll-fsrq-agn,8.131227e-11,1.7231159,1.6108037,1.3420208,0.21885729,2.2842510999999998e-15,0.0
257,bcu-bll-fsrq-agn,9.2914884e-11,2.6347046,2.6211425999999998,0.5075611,-0.02257503,1.5675647e-13,0.0
259,Soft,1.6573033e-10,2.2197962,2.147675,0.9442704,0.14640604,4.7002434000000005e-14,0.31185362
260,bcu-bll-fsrq-agn,2.0788346000000002e-10,2.2433834,2.194654,0.784196,0.14789315,7.802929e-15,0.53315663
263,Soft,3.2881772000000004e-10,2.6726117,2.5137283999999998,3.6213142999999994,0.23632246,7.195113400000001e-12,0.9150152
264,bcu-bll-fsrq-agn,2.1369022999999998e-10,2.149819,2.1948613999999997,0.89115113,0.007069270600000001,3.335905e-14,0.31671584
265,bcu-bll-fsrq-agn,1.5791818999999999e-10,2.0398172999999997,1.9480362,1.5305973999999998,0.1332131,1.5300654e-14,0.31192577
