,class_4FGL,Flux1000,PL_Index,LP_Index,LP_SigCurv,PLEC_ExpfactorS,PLEC_Flux_Density,Frac_Variability
6028,bcu-bll-fsrq-agn,2.5785400000000003e-10,1.7992871,1.7606503,0.67161757,0.064877145,8.447499e-15,0.0
6030,Soft,1.8795211e-10,2.5298238,2.434346,1.6973733,0.59560525,6.447478e-13,0.23438387
6031,Soft,4.343633e-10,2.4581637,2.4372667999999997,1.7803488,0.08856888,8.1473494e-13,0.9536609
6032,bcu-bll-fsrq-agn,2.5266556e-10,2.0878012,2.0608697,0.80050546,0.07832163,2.6271584e-14,0.4642088
6033,Soft,6.530192e-10,2.7172797,2.9051087000000004,3.7067568,1.1547912,1.180585e-12,0.23605172
6034,psr,6.7434778e-09,2.2629616,2.056295,15.765654000000001,0.33818316,4.841487e-12,0.0
6035,Soft,1.7895986999999998e-10,2.773807,2.7784237999999997,1.3143653999999998,0.16372997,1.0413852e-12,0.0
6037,bcu-bll-fsrq-agn,4.830983e-10,1.889057,1.6799256,2.7414231,0.15916789,4.705328e-14,0.39412564
6038,bcu-bll-fsrq-agn,1.1053268e-10,2.4115927000000004,2.4171531,0.40634018,-0.015393388000000001,2.7775142e-14,0.38032654
6039,Soft,3.4689185e-10,2.5817347,2.5658950000000003,2.6619217,0.20785294,1.2940208e-12,1.1971753
6040,Soft,2.390633e-10,2.5300743999999997,2.419416,3.8049364000000003,1.6938212,3.07067e-13,0.0
6041,Soft,1.2897633000000002e-10,2.3088496,2.296071,0.53042895,0.049861055,2.9481547999999997e-14,0.0
6042,Soft,1.2133345e-09,2.456024,2.2963192,3.7377447999999998,0.30756173,4.718784000000001e-13,0.18532856
6043,Soft,4.3495968e-10,2.3496785,2.280185,2.1444187,0.15686008,3.3605353e-13,0.29961750000000004
6044,Soft,2.9388147e-10,2.563607,2.6549742000000003,3.5794116999999996,1.0962702,3.5214800000000003e-13,0.0
6045,Soft,2.702718e-10,2.5984585,2.6850889,2.6678328999999996,0.42200023,4.1133365e-13,0.46195024
6046,bcu-bll-fsrq-agn,6.800332e-11,1.833221,1.6061357,2.2905731,0.82784474,3.0149241999999997e-15,0.0
6047,Soft,2.8693786e-10,2.0314846,2.0220385,0.09452634,0.020979373,2.6678716000000004e-14,0.37622604
6048,MSP,1.345654e-09,2.2637084,1.8118477,8.426373,1.0468031999999998,3.1249314e-13,0.0
6049,bcu-bll-fsrq-agn,2.843802e-10,1.9296376,1.9105514,0.35619146,0.029125512000000003,1.7360304e-14,0.59860885
6050,Soft,6.3131833e-10,2.7039720000000003,2.9065090000000002,3.5448766000000003,1.1119632,1.4076313e-12,0.0
6051,Soft,3.3512033e-09,2.3702307,2.3226383,7.776472599999999,0.112626895,7.308871000000001e-12,0.6645908
6052,bcu-bll-fsrq-agn,2.4606944e-10,2.0354153999999998,1.9475808999999997,1.0123674,0.14375788,3.886385e-14,0.0
6053,bcu-bll-fsrq-agn,1.00624405e-10,1.8298317,1.6396346000000002,2.623041,0.451453,3.1040302e-15,0.0
6054,Soft,3.2791703e-10,2.200376,2.1618562000000003,0.75057185,0.063429095,1.1591394e-13,0.0
6055,Soft,7.2239115e-10,2.534248,2.3081934,6.2316422,1.0627753,1.6881237000000002e-12,0.0
6056,bcu-bll-fsrq-agn,3.3017218e-09,1.901979,1.7495892,7.2376833,0.07896041,1.1370243999999998e-12,0.35168135
6057,bcu-bll-fsrq-agn,1.4823623e-10,2.3540907000000004,2.2617242,3.1343262000000003,5.154431,7.2020935e-14,0.0
6058,Soft,1.4772038e-10,2.3234790000000003,2.2766356,1.2581235,0.16120063,9.547721e-14,0.0
6061,Soft,2.7840288e-10,2.6446857,2.6931599999999998,4.1700163,1.6742331999999998,1.3451706e-12,0.0
6062,Soft,1.849394e-10,2.381144,2.3476577,0.7379103,0.07762285,1.7512284e-13,0.0
6063,bcu-bll-fsrq-agn,2.8520243999999997e-10,2.102086,2.1106580000000004,0.39347973,0.0009681396,2.8955428e-14,0.0
6065,Soft,1.9794054e-10,2.5152817,2.5468125,2.3976295,1.4091281999999998,5.117191e-13,0.83330876
6066,Soft,4.058046e-10,2.490875,2.5733243999999997,2.0125563000000004,0.24543251,1.1273581999999999e-13,1.1361084
6067,bcu-bll-fsrq-agn,1.1275683e-10,1.8080884,1.8270968999999997,0.37528116,-0.027812503,2.3684096e-15,0.4367543
6069,Soft,7.050818000000001e-11,2.8327692000000004,2.9734616000000003,2.1273282000000004,0.7864479999999999,2.510732e-12,0.5047125
6070,bcu-bll-fsrq-agn,3.107875e-10,2.2856603,1.6779462,3.7152847999999996,1.1784823,1.1259786500000001e-13,0.22395971
6071,bcu-bll-fsrq-agn,1.9213983000000001e-10,2.0862303,2.0578718,3.6339764999999997,1.9661247,1.1536577e-14,0.0
6072,bcu-bll-fsrq-agn,1.1761281e-10,2.4956603,2.4935085999999997,0.16858165,0.005422473000000001,9.272912999999999e-14,0.0
6073,Soft,3.8792344e-10,2.3783057,2.3302746,1.7571305,0.13668008,4.2876904999999996e-13,1.1041869
6074,Soft,5.919558e-10,2.5332649,2.5285306,2.505379,0.39987829999999996,1.8105266e-13,0.0
6076,Soft,3.0444132999999996e-10,2.6048534,2.5650383999999997,2.792305,0.6760948,3.4225007e-13,0.0
6077,Soft,2.421601e-10,2.3383737,2.3160691000000004,0.97471535,0.07355003,1.5334999e-13,0.8687461999999999
6078,Soft,1.3905485e-10,2.3488189999999998,2.293157,0.7269744,0.1184089,8.956240400000001e-14,0.6423937
6079,Soft,2.4214458e-10,2.5208585,2.5066764,0.9580347,0.108796425,1.09731675e-13,0.0
6080,Soft,2.1891835e-09,2.1981403999999998,2.1254106,4.324948,0.060138587,3.2550442000000002e-12,0.19111489999999998
6083,Soft,1.13830084e-10,2.706582,2.8375487,4.631975700000001,1.483967,1.5139962999999999e-12,0.0
6085,Soft,5.108076e-10,2.369009,2.3563764,1.1828789,0.02399245,6.315e-13,0.6076014
6086,Soft,1.9519697e-10,2.543723,2.8182732999999995,3.0536119999999998,0.97096735,2.4796365e-13,0.23748939
6087,Soft,8.815609400000001e-10,2.6718113,2.4712245,4.211865400000001,0.8027765,8.234255999999999e-13,0.10789291599999999
6089,MSP,7.548766999999999e-09,2.0090392,1.58696,32.207226,0.76578,6.802472e-12,0.0
6092,bcu-bll-fsrq-agn,1.9821185e-10,2.2094214,2.2225642000000003,0.26371124,0.00086633564,5.6932534e-14,0.3052577
6093,Soft,7.633727e-10,2.530512,2.4990194,2.0293813000000003,0.06025038,4.2911664e-12,1.265639
6094,bcu-bll-fsrq-agn,1.9276776e-10,2.0333424,2.0406174999999998,0.42632407,-0.01003433,1.2692355000000001e-14,0.41108418
6095,bcu-bll-fsrq-agn,1.2095333e-10,1.9869238999999999,1.9145581999999999,2.4718572999999995,0.74144775,1.3809835000000001e-14,0.39410487
6097,bcu-bll-fsrq-agn,1.1110305e-09,1.9724130000000002,1.8024923,4.263291000000001,0.12021022,2.6086904e-13,0.45814914
6098,Soft,2.0962165e-10,2.4319740000000003,2.5832686000000002,2.199841,0.63801295,1.1616662e-13,0.27878413
6099,Soft,1.4949508e-10,2.7292912,2.7031248,0.84464836,0.03644682,9.709796e-13,0.45234382
6100,MSP,1.1465371e-09,2.1806853,1.8311766,8.553264,0.5721154,1.0324179e-12,0.0
6101,Soft,3.1938352e-10,2.6083958,2.3426046,3.2815459000000002,0.40527058,2.3107193e-12,0.35579804
6102,Soft,3.1586513e-09,2.245572,2.2908502,2.1108332,0.010516736,8.517091700000001e-13,0.0
6103,Soft,2.023205e-10,2.3405994999999997,2.3321576,0.29328838,0.078833915,3.6441838e-14,0.22302665
6104,bcu-bll-fsrq-agn,1.2219477e-10,2.2301412,1.9001422,1.7405064,0.28535265,4.2563897e-14,0.09203415
6105,Soft,1.7688835e-10,2.471418,2.4035077,1.5240946000000002,0.23032339,3.4892921999999997e-13,2.6795886
6106,bcu-bll-fsrq-agn,8.360412e-10,2.2347686,1.7767008999999998,9.032136,0.9039323,7.7822145e-13,0.08214091
6108,bcu-bll-fsrq-agn,7.997219999999999e-10,1.7847601000000002,1.6011604,4.448119999999999,0.10196391,1.2886837000000001e-13,0.30899346
6109,Soft,2.0429916000000001e-10,2.4734073,2.2781873,2.5832319999999998,0.5889145,5.3985207e-13,0.0
6110,bcu-bll-fsrq-agn,6.985591e-10,2.022727,2.026426,0.24506664,0.00788711,1.4821338e-13,0.26983976
6112,bcu-bll-fsrq-agn,3.302354e-10,1.8587653999999998,1.7710145,1.7892386000000002,0.10369487,2.8071495e-14,0.32716095
6113,Soft,3.337055e-10,2.3725042000000003,2.3418486,1.1858699,0.039415844,3.9888207e-13,0.8149733
6115,Soft,2.1390816e-10,2.5532947,2.6735446,2.131576,0.37414834,1.5010686000000001e-13,0.0
6116,bcu-bll-fsrq-agn,2.5816715e-10,1.9253397,1.8843263,0.546847,0.07508321,1.1909481e-14,0.3893915
6118,bcu-bll-fsrq-agn,3.4923592e-11,1.7259396,1.6780874,2.8569105,1.3134633999999998,1.5629803e-15,0.0
6119,bcu-bll-fsrq-agn,1.00130376e-10,2.8195946,2.8163332999999997,0.0,-0.0006030861400000001,8.3956485e-13,0.708023
6120,bcu-bll-fsrq-agn,7.804421e-10,2.100854,2.0579865,1.5235528999999999,0.08470244,7.4923154e-14,0.57635075
6121,Soft,1.08359e-09,2.2828832,2.2086572999999996,2.6822033,0.057046785999999995,2.118916e-12,0.5300528
6123,bcu-bll-fsrq-agn,1.7405345e-10,2.314327,2.1087703999999996,1.1662716,0.1686692,4.913705599999999e-14,0.4205089
6124,bcu-bll-fsrq-agn,7.59598e-10,1.9983147,1.8901341,2.5006237000000002,0.043205097000000005,2.9253913e-13,0.53430694
6125,Soft,7.7867646e-10,2.4398303,2.3361652000000004,2.821209,0.08360084,5.6771003e-12,0.44129235
6126,Soft,2.8555837999999996e-10,2.8123655,2.6624587,3.5756989000000003,0.24424925,1.7581877e-11,0.9970898000000001
6127,bcu-bll-fsrq-agn,1.3941079e-10,2.6572196,2.6460962,0.18279092,0.0016725515,6.5552614e-13,0.11359696
6128,Soft,5.301016e-10,2.584282,2.5125832999999997,2.2502009999999997,0.1530621,1.6246526000000002e-12,1.5106788
6129,bcu-bll-fsrq-agn,1.3037263000000002e-10,1.9323412,1.5820785,2.2177627,0.4002118,1.5206208e-14,0.0
6130,bcu-bll-fsrq-agn,1.4366253e-10,1.9494869,1.8855618000000003,0.79956806,0.1745415,6.504121600000001e-15,0.0
6131,bcu-bll-fsrq-agn,1.4650223999999999e-10,1.8297946,1.6852927,1.3909426,0.15047991,6.742466500000001e-15,0.0
6133,Soft,1.6134882e-10,2.5843914,3.0283766,1.9466269,1.9964578999999998,3.6845754000000004e-13,0.42721668
6134,bcu-bll-fsrq-agn,1.6982268e-10,2.5195534,2.5166117999999997,0.03327876,0.03330966,3.0537070000000004e-13,0.0
6135,bcu-bll-fsrq-agn,5.9418515e-09,1.9945611,1.9126105,6.240944,0.03312691,7.182688499999999e-12,0.4973295
6136,Soft,1.5902277e-10,2.5889149,2.5852737,1.3185537,0.64692646,3.4941464e-13,0.48186850000000003
6137,Soft,4.222004e-09,2.4076903,2.0600653,20.512632,1.0246811,7.963559e-12,0.0
6138,Soft,7.2899575e-11,2.9074013,2.3832942999999998,3.438939,1.0774678,2.6193756e-12,1.1376604
6139,bcu-bll-fsrq-agn,1.540684e-10,2.088499,2.0798771,1.3672521999999998,0.30465814,2.2396507000000002e-14,0.6683275
6140,Soft,2.1799212000000002e-10,2.4767799999999998,2.4434447,1.1575058999999999,0.066799395,3.1630056e-13,0.0
6141,Soft,2.4579065e-09,2.327579,2.2362732999999997,7.682307700000001,0.12130872,7.355325e-12,1.09208
6142,Soft,4.3764755999999997e-10,2.5563467,2.5324864,1.6906453000000001,0.04719633,2.400743e-12,0.47027424
6143,bcu-bll-fsrq-agn,1.5564046e-10,1.9443252,1.7638376,1.3886671999999998,0.25025302,5.5025849999999995e-15,0.0
6144,bcu-bll-fsrq-agn,2.318706e-10,1.8336154999999998,1.700002,1.5663668,0.16723552,7.224241e-15,0.20422041
6146,Soft,6.523797e-10,2.1565472999999997,2.020137,2.823131,0.1061123,6.4401197e-13,0.8445556999999999
6147,Soft,1.9186068e-10,2.30364,2.2111511000000004,1.2463753,0.13928756,1.1103019e-13,0.2606737
6148,bcu-bll-fsrq-agn,1.2708765e-10,1.8123603,1.4707133,2.1023226000000004,0.32427704,6.927906e-15,0.6158666
6149,Soft,9.083871000000001e-12,3.0738616000000003,3.0327377,2.8626017999999998,1.6835455000000001,1.4535649e-11,0.31597167
6150,bcu-bll-fsrq-agn,4.5393098e-10,2.1460354,2.153451,0.25520524,-0.0049655307,1.5530506e-13,0.63225925
6151,Soft,2.8633337e-10,2.6205404,2.7015557,1.4441933999999998,0.026230542000000003,2.6619012e-13,0.26151335
6152,Soft,4.1537156e-09,2.4837583999999997,2.436121,4.419912,0.03339442,4.9224704e-11,0.45293558
6153,bcu-bll-fsrq-agn,2.8170888e-10,2.0022311,1.984104,0.9139318999999999,0.020481957,2.5549223999999997e-14,0.55496866
6154,bcu-bll-fsrq-agn,6.506547e-10,2.125327,2.0831,1.9055014,0.066006035,1.8685818999999998e-13,0.39483759999999996
6156,Soft,9.840261e-11,2.858588,2.627108,2.1992304,0.7689675,1.9846598e-12,0.34914955
6158,bcu-bll-fsrq-agn,1.1453841000000001e-10,1.9759353,1.895591,0.49684733,0.17072906,7.0423680000000004e-15,0.24855648
6160,Soft,1.293889e-09,2.303696,2.182665,4.558224,0.09284004,4.853953599999999e-12,0.7274973000000001
6161,bcu-bll-fsrq-agn,1.1180668000000001e-10,1.8044672,1.5984527,1.4994311000000002,0.30476025,2.7902197e-15,0.8162898000000001
6162,bcu-bll-fsrq-agn,2.2160701000000002e-10,2.1453874,2.155275,0.27599585,0.011404623999999999,2.0391973e-14,0.0
6163,Soft,2.0544146e-10,2.785932,2.7580316000000002,1.2128656,0.08575176,3.5207014999999998e-12,0.7099675999999999
6164,bcu-bll-fsrq-agn,1.5035634e-09,1.7479995,1.5384617,5.663545,0.09998217,2.3488004e-13,0.27937385
6165,Soft,1.631939e-10,2.7056499,2.6520672000000003,1.5017321000000001,0.14371577,9.977338e-13,0.58239484
6168,Soft,5.013764e-10,2.5869855999999998,2.4707912999999997,3.0813943999999998,0.5589522,3.728647e-13,0.3108035
6169,Soft,1.6102231e-09,2.5186403,2.415299,5.1034265,0.079984784,2.1548329999999998e-11,0.7601166
6170,Soft,3.772970999999999e-09,2.4223068,2.405018,7.318954,0.088081874,9.7239595e-12,0.9232655999999999
6174,bcu-bll-fsrq-agn,3.540989e-10,2.0244792,1.8931203999999997,1.6787831999999998,0.093119405,6.199211000000001e-14,0.23755907
6175,Soft,2.3267607e-10,2.7777404999999997,2.7324796,3.6114379999999997,0.41137588,3.4677582000000003e-12,0.5731258
6176,bcu-bll-fsrq-agn,1.3267834e-10,2.249527,2.2729093999999996,0.8937719000000001,-0.014403935500000001,2.4332419e-14,0.0
6177,Soft,3.401614e-10,2.7877672000000002,2.9102810000000003,3.9419582,0.7700616,2.2047685e-12,0.43021163
6178,Soft,4.8955e-10,2.1349857000000005,2.0926561,1.220681,0.055904847,1.4414342e-13,0.6598596
6179,Soft,3.7620673e-10,2.5074403,2.394043,2.127423,0.115406275,1.1408985e-12,0.956117
6180,bcu-bll-fsrq-agn,3.2049086e-10,1.7824763,1.6472641,1.6896491000000002,0.090528816,1.6642719999999998e-14,0.40801692
6181,Soft,2.5564031e-10,2.5267197999999995,2.5110482999999997,0.5665308000000001,0.046268895,7.7993574e-13,0.14335652
6182,bcu-bll-fsrq-agn,1.085616e-10,2.1952972,2.1613402,0.8707253,0.13186093,9.95798e-15,0.88767105
6183,bcu-bll-fsrq-agn,1.9192828999999999e-10,2.0915133999999997,2.0407305,0.47847265,0.060224235,2.5562714e-14,0.3906285
6185,bcu-bll-fsrq-agn,4.4700293e-10,1.9807051,1.6647298,3.8693607000000005,0.3750759,5.1344484e-14,0.32623407
6186,Soft,1.3629443000000001e-10,2.6518006,2.42101,1.581744,0.37046197,5.707482e-13,0.6766525
6187,Soft,8.567137599999999e-10,2.829637,2.8018935000000003,8.52988,0.35894912,3.666106e-11,0.89194965
6188,Soft,4.4579267999999996e-10,2.5278544,2.4911258,1.3748548999999999,0.09939429,6.0343424e-13,0.0
6189,bcu-bll-fsrq-agn,2.362469e-10,2.0573258,1.8714949,1.5879169,0.23008788,2.428668e-14,0.4203894
6191,Soft,1.740411e-10,2.425232,2.4109075,0.38493526,0.037770822999999995,1.0043896e-13,0.14988549
6194,bcu-bll-fsrq-agn,1.848679e-10,1.8202128,1.8225014,0.06512455,0.0028480103000000003,4.2709616e-15,0.5243774999999999
6195,Soft,6.0026417e-10,2.552462,2.5075084999999997,2.0359385,0.072437614,4.5121040000000004e-12,0.51070076
6196,Soft,2.1267249e-10,2.7401197,3.083444,3.0915337000000003,1.4955497,1.5448789e-12,0.24253124
6197,bcu-bll-fsrq-agn,4.3176704000000005e-10,1.7682527,1.6083163,2.0515977999999997,0.063098446,3.7415532e-14,0.113290474
6198,Soft,1.4135991e-10,2.8261974,2.472273,4.0024276,0.6941274000000001,6.0076544e-12,0.0
6199,bcu-bll-fsrq-agn,4.3049087000000003e-10,2.28978,2.2827492,0.36250052,0.020898797,2.6893329e-13,0.9083771999999999
6200,bcu-bll-fsrq-agn,3.1843272e-10,2.120345,1.8747771,2.1615222000000003,0.20051856,1.13211544e-13,0.0
6202,Soft,2.6116862e-09,2.3113517999999997,2.1600046,9.120902000000001,0.16960007,7.679482000000001e-12,1.2112029
6203,Soft,2.7643957000000003e-10,2.6231854,2.9275727000000002,3.407725,0.8387101999999999,5.516249300000001e-13,0.0
6204,Soft,9.657432e-10,2.1653675999999997,2.0749686,2.668504,0.045969523,1.1785658e-12,0.26728567
6205,bcu-bll-fsrq-agn,1.3327413999999998e-10,2.351366,2.4052453,0.7584563,-0.030518577999999998,1.3233168999999998e-14,0.49932674
6206,bcu-bll-fsrq-agn,2.0042272e-08,1.849591,1.7671743999999998,7.781148,0.022781072000000003,1.30324865e-11,0.25221577
6207,bcu-bll-fsrq-agn,4.1622444e-10,1.8986865000000002,1.6764351000000002,2.5905327999999996,0.14356652,6.379325599999999e-14,0.31043994
6209,bcu-bll-fsrq-agn,2.5063604e-10,2.5582511,2.5502622,0.465084,0.059458572,1.1535302e-12,0.7276302
6210,Soft,1.3827765e-10,2.4301174,2.1730876,2.1348357000000004,0.5604371,1.3881245e-13,0.36239642
6211,bcu-bll-fsrq-agn,4.4557987999999996e-10,2.109235,2.0583737,1.367361,0.09025833,1.0991210000000001e-13,0.57630277
6212,Soft,2.1620536e-10,2.4842763,2.4754713,1.0127014,0.07572446,3.737018e-13,0.0
6213,Soft,1.8365374e-10,2.5659447,2.5815985,1.1702393999999998,0.07119614,6.1387294e-13,0.6404509
6214,bcu-bll-fsrq-agn,2.505878e-10,2.2736757,2.2609322,0.17032906,0.024098252999999997,1.4946117e-13,0.58629507
6215,bcu-bll-fsrq-agn,1.3122475e-10,2.002129,1.6316535,2.8774486,2.3942153,3.8462116000000005e-14,0.0
6218,Soft,1.68888e-09,2.524742,2.4529843,7.212343700000001,0.21370277,4.706053700000001e-12,0.6786298000000001
6219,bcu-bll-fsrq-agn,1.5582466e-10,2.1213024,2.0473453999999998,0.9528206,0.10744028,1.9812233e-14,0.13245046
6220,Soft,2.4316329999999995e-09,2.6645138,2.5778952,8.26285,0.20087688,2.4868638e-11,1.3350013
6221,bcu-bll-fsrq-agn,5.330529399999999e-11,1.5564201000000002,1.5682986,0.6240871,-0.013971158000000001,2.699857e-16,0.0
6222,Soft,2.6529672999999998e-08,2.1770155,2.1187015,14.224444,0.042100266,4.1976840000000005e-11,0.43420082
6223,bcu-bll-fsrq-agn,1.1613715e-10,1.9323392,1.8596791000000001,0.80301124,0.07206705,8.9224824e-15,0.0
6224,Soft,1.046093e-10,2.6542506,2.8294162999999997,2.3115273,0.6696325,4.7714144e-13,0.67229456
6225,Soft,2.4054656e-09,2.3149973999999998,2.2118322999999998,5.586604,0.069211476,9.459722e-12,1.0170888
6226,Soft,1.7824735e-10,2.5727830000000003,2.6310732000000003,1.6168072,0.2627732,1.7562274999999998e-13,0.0
6227,Soft,4.216436e-10,2.3544247000000005,2.4011965,3.2593427000000004,0.35987744,3.4516617e-13,0.3345057
6228,bcu-bll-fsrq-agn,1.2624767e-10,2.0975366,2.0940938,0.29474822,-0.023286426000000002,6.221226600000001e-15,0.5136259
6230,bcu-bll-fsrq-agn,3.0170036e-10,2.2266842999999996,2.5499551,3.1801972000000003,1.5325997,8.695019e-14,1.0352348
6231,MSP,2.8035137999999996e-10,2.411258,2.4978863999999996,1.3194122,2.9385842999999996,8.6446556e-14,0.0
6232,Soft,1.4876225e-10,2.9618835,2.9648583,0.6180465999999999,0.08289076,2.3693742e-12,0.0
6233,Soft,9.2859986e-10,2.2485132,2.160304,2.7561846,0.071492165,1.2091938e-12,0.5887913
6234,bcu-bll-fsrq-agn,1.2563732e-10,1.9854861000000001,1.9742051,1.0748879,0.10304372,4.940565e-15,0.0
6235,bcu-bll-fsrq-agn,4.272057e-10,2.1262807999999995,1.9931966,1.7211305000000001,0.21565700000000002,2.9348912e-14,0.49649882
6238,Soft,6.6600064e-10,2.4291074,2.4107747,1.2288427,0.019563014,1.9082244e-12,0.45985746
6239,Soft,1.8475431e-10,2.5194178,2.5137215,0.5049035,0.030684477,2.435822e-13,0.674553
6240,Soft,1.6828089e-10,2.862716,3.074331,4.704187999999999,1.7230140999999999,2.4807453999999997e-12,0.2958186
6241,bcu-bll-fsrq-agn,8.031223e-11,1.9323865000000002,1.9316146,0.05590246,0.031028645,4.278754e-15,0.0
6242,bcu-bll-fsrq-agn,1.2366834e-10,2.1463767999999996,2.1026232000000005,1.3386770000000001,0.13612156,2.188276e-14,0.0
6243,Soft,3.9983825e-09,2.3301043999999997,2.2376462999999998,8.048996,0.26691464,6.208747e-12,0.08510065
6244,Soft,1.4226961e-10,2.772214,3.0308474999999997,3.200973,0.9151838999999999,1.228267e-12,0.1185135
6245,bcu-bll-fsrq-agn,3.7253056e-10,2.464973,2.4640433999999996,0.19094296,0.009640174,1.3924169e-13,0.5184038
6246,bcu-bll-fsrq-agn,3.1950664e-10,1.9115729,1.9437218,0.8418972,-0.0075474795999999995,2.0430087e-14,0.0
6247,bcu-bll-fsrq-agn,1.0227645e-10,2.2482677000000004,2.247161,0.055686604,0.042221397,2.7158946000000002e-14,0.88212615
6248,Soft,5.607299e-10,2.6746638,2.7748845,2.9320673999999998,0.53354734,6.2596955e-13,0.0
6251,bcu-bll-fsrq-agn,1.289256e-10,2.2863393,2.2801867000000002,0.32516053,-0.02376605,1.3207801000000001e-14,0.0
6252,bcu-bll-fsrq-agn,3.460482e-11,1.4289433,1.4935597,1.1170739,0.11756022,2.1437619999999996e-16,0.0
6253,bcu-bll-fsrq-agn,2.3138604e-10,1.986403,1.8988447,0.9778109,0.10388052,2.221755e-14,0.19434643
6254,Soft,2.598929e-10,2.778311,2.7176359,1.7379165,0.27270606,6.148407e-12,0.481987
6255,bcu-bll-fsrq-agn,2.1336122999999997e-10,2.1654842,2.2108274,1.0948855,-0.012863329,3.974493e-14,0.33335045
6257,bcu-bll-fsrq-agn,1.2147978e-10,2.420244,2.4165928,0.13521874,0.014452321,5.366587599999999e-14,0.0
6258,Soft,1.2100868e-09,2.226266,2.1463513,2.9971926,0.049310848,1.931619e-12,0.0
6259,bcu-bll-fsrq-agn,1.1038698400000001e-10,2.7039611,2.6971862,0.0,0.060867462000000004,4.9145394e-13,0.45973426
6261,Soft,4.990845e-10,2.1829283,2.092971,2.2162192000000003,0.057262518,3.3121233000000003e-13,0.0
6262,Soft,5.203459e-10,2.4223377999999998,2.5328317000000005,2.5068827000000002,0.23807395,1.6326456000000002e-13,0.41486284
6263,Soft,6.029643e-10,2.2516944,2.0899975,3.2283115000000002,0.13136116,9.747241e-13,0.6889162
6264,Soft,1.7181648000000002e-10,2.5592232000000004,2.6862845,2.3792522000000003,0.9515068999999999,1.9365949e-13,0.11083626
6265,bcu-bll-fsrq-agn,1.7417616999999999e-10,1.946189,1.9207823,0.0,0.07332664,1.525527e-14,0.21445537
6266,Soft,3.287463e-10,2.502568,2.5540838,0.72169375,0.08490154,6.079169000000001e-14,0.0
6267,MSP,5.9784675e-09,2.0648901,1.6906756,27.539215000000002,0.6809568,5.9714370000000005e-12,0.019979497
6268,bcu-bll-fsrq-agn,2.4114458e-10,2.110268,2.0822167,0.89205104,0.054480825,3.3765047000000006e-14,0.0
6269,Soft,4.605981e-10,2.6236612999999998,2.664368,2.5920296,0.35925207,3.2037507e-13,0.0
6270,MSP,2.5431395e-09,2.2467446,1.9735676,10.549208,0.33442634,2.0712828e-12,0.08321487
6271,Soft,2.0079392e-10,2.4926195,2.4986403,2.5778567999999997,0.47676086,2.1634254e-13,0.44893909
6272,Soft,6.715728e-10,2.2521555,2.215001,1.7303433000000001,0.053882717999999996,5.2191286e-13,0.37262556
6276,Soft,1.1609571000000001e-10,2.7042353,2.6729481,0.53031826,0.10901387,4.9780227e-13,0.16402517
6279,Soft,1.4075078e-09,2.2812517000000003,2.1706557,3.8509184999999997,0.07746975,3.0425053e-12,0.99599403
6280,Soft,3.0791747e-10,2.7429721000000002,2.7123075,1.3705667,0.11377644,4.4474246e-12,0.7523916
6284,bcu-bll-fsrq-agn,2.6040115e-10,2.087272,2.0479968,0.6218454000000001,0.032626312000000005,4.2786860000000004e-14,0.0
6285,Soft,1.2303277e-09,2.5606212999999998,2.7700548,5.9910426,0.7255189000000001,8.6411954e-13,0.0
6286,bcu-bll-fsrq-agn,8.273006e-10,1.7745936999999998,1.5859464,4.376488,0.06657228,1.4765684e-13,0.29125243
6287,Soft,5.593496e-10,2.6497955,2.8766387000000004,4.897637400000001,1.2317431,8.8295023e-13,0.1996292
6288,bcu-bll-fsrq-agn,1.0492581e-10,2.1131729999999997,2.0645683,0.7446416,0.1488421,8.8056215e-15,0.0
6289,Soft,1.2632297e-10,2.6403708,2.5935547000000003,1.0906672,0.26153782,1.0039059000000002e-12,0.79826677
6291,Soft,2.4386587e-10,2.3990009999999997,2.3079686,1.7063384,0.21312444,1.8143943e-13,0.62331295
6294,Soft,2.1462357999999998e-10,2.4969156000000003,2.4881027000000002,1.174887,0.07824587,1.00640064e-13,0.0
6295,bcu-bll-fsrq-agn,1.58902e-10,1.9140875,1.7639310000000001,1.3882302,0.23491260000000003,9.763825e-15,0.38600904
6296,Soft,3.7134956e-10,2.7850403999999997,3.0045485,3.4260843,0.7302287,2.0900265e-12,0.0
6298,Soft,2.4045832000000003e-10,2.3021922000000004,2.2894623,0.45399454,0.057147387,1.0746767e-13,0.60995936
6299,Soft,1.855024e-10,2.6720955,2.6174883999999996,3.5398303999999996,1.6524342,6.8311226e-13,0.0
6300,bcu-bll-fsrq-agn,1.229336e-10,1.9710506,1.9690557,1.3246063,0.15649581,8.9067115e-15,0.44932526
6301,Soft,2.096799e-10,2.2025287000000002,2.1994990000000003,0.2640505,0.08206677,4.535122e-15,0.0
6302,bcu-bll-fsrq-agn,2.5835628e-10,2.2015696,1.6191658000000002,3.4470558,1.1828561000000002,6.451216400000001e-14,0.6118606
6303,Soft,2.1553936e-10,2.795833,2.656252,3.8136794999999997,0.5046278000000001,3.9317785e-12,0.48758468
6304,Soft,9.556346e-10,2.421646,2.3333492000000002,2.7804902,0.07361368,4.4295245000000005e-12,0.8581082
6306,bcu-bll-fsrq-agn,1.6050553000000001e-10,1.9282651999999998,1.8378742,0.6058729,0.17970707,2.9493540999999997e-15,0.0
